KINETIC_KINEMATIC::RFT::DistEndPos
File	Frame	X 	Y 	Z 
 - 	534	0.603722	2.417972	0.197227
 - 	535	0.604365	2.420507	0.193717
 - 	536	0.605522	2.422359	0.189945
 - 	537	0.606059	2.424145	0.185449
 - 	538	0.606657	2.426296	0.180271
 - 	539	0.607631	2.428665	0.175692
 - 	540	0.608392	2.430746	0.172591
 - 	541	0.608334	2.432167	0.170581
 - 	542	0.608811	2.433013	0.169282
 - 	543	0.608795	2.433437	0.168284
 - 	544	0.608776	2.434135	0.167440
 - 	545	0.608831	2.435181	0.166601
 - 	546	0.609040	2.436396	0.165725
 - 	547	0.609287	2.437589	0.164848
 - 	548	0.609573	2.438584	0.164165
 - 	549	0.609481	2.438787	0.163427
 - 	550	0.609352	2.438572	0.162604
 - 	551	0.609139	2.438529	0.161669
 - 	552	0.608618	2.439120	0.160532
 - 	553	0.607787	2.440350	0.158946
 - 	554	0.607439	2.442570	0.156715
 - 	555	0.607330	2.444256	0.154033
 - 	556	0.607368	2.446364	0.150566
 - 	557	0.607455	2.449355	0.147055
 - 	558	0.607357	2.452700	0.142953
 - 	559	0.606554	2.456910	0.137721
 - 	560	0.605516	2.462273	0.131330
 - 	561	0.605177	2.468974	0.117514
 - 	562	0.608066	2.473446	0.104817
 - 	563	0.611713	2.477792	0.090439
 - 	564	0.619150	2.480120	0.077250
 - 	565	0.625039	2.486717	0.070236
 - 	566	0.631448	2.505852	0.072740
 - 	567	0.639194	2.537253	0.082349
 - 	568	0.642794	2.573230	0.088237
 - 	569	0.640012	2.618207	0.093136
 - 	570	0.633222	2.669617	0.096881
 - 	571	0.624721	2.725478	0.100113
 - 	572	0.614099	2.785098	0.102056
 - 	573	0.602550	2.848602	0.105014
 - 	574	0.590176	2.915182	0.108769
 - 	575	0.576353	2.984330	0.113920
 - 	576	0.561828	3.055299	0.120439
 - 	577	0.546512	3.126854	0.128483
 - 	578	0.531734	3.198084	0.138442
 - 	579	0.521092	3.269377	0.150765
 - 	580	0.510900	3.339976	0.167067
 - 	581	0.498239	3.409391	0.186100
 - 	582	0.483434	3.473901	0.207634
 - 	583	0.470129	3.535870	0.231461
 - 	584	0.458364	3.593735	0.257086
 - 	585	0.447566	3.645950	0.282892
 - 	586	0.438404	3.692452	0.307689
 - 	587	0.433250	3.734294	0.330223
 - 	588	0.431597	3.770006	0.347289
 - 	589	0.432374	3.800619	0.355907
 - 	590	0.433685	3.825589	0.354686
 - 	591	0.434642	3.845006	0.343235
 - 	592	0.436186	3.859944	0.324846
 - 	593	0.438099	3.873942	0.307416
 - 	594	0.442562	3.881030	0.288361
 - 	595	0.435223	3.892199	0.268441
 - 	596	0.434535	3.896726	0.261966
 - 	597	0.442337	3.903828	0.248742
 - 	598	0.447145	3.908358	0.235342
 - 	599	0.445296	3.911606	0.221936
 - 	600	0.442883	3.916554	0.211130
 - 	601	0.442882	3.922573	0.202550
 - 	602	0.443388	3.928120	0.195454
 - 	603	0.442719	3.932565	0.188818
 - 	604	0.441919	3.935982	0.182725
 - 	605	0.441559	3.937874	0.179108
 - 	606	0.440838	3.938908	0.176221
 - 	607	0.440573	3.939544	0.173831
 - 	608	0.441089	3.939938	0.172086
 - 	609	0.441239	3.940425	0.170731
 - 	610	0.441504	3.941102	0.169617
 - 	611	0.441857	3.942002	0.168639
 - 	612	0.442309	3.942781	0.167705
 - 	613	0.442436	3.943238	0.166815
 - 	614	0.442402	3.943357	0.166042
 - 	615	0.441558	3.943290	0.165302
 - 	616	0.440703	3.943162	0.164606
 - 	617	0.440279	3.943342	0.163856
 - 	618	0.440011	3.944011	0.162862
 - 	619	0.439602	3.944819	0.161750
 - 	620	0.439225	3.945929	0.160514
 - 	621	0.439102	3.947476	0.158543
 - 	622	0.439343	3.949369	0.155893
 - 	623	0.439598	3.951580	0.151964
 - 	624	0.439644	3.954963	0.147947
 - 	625	0.439555	3.958777	0.143386
 - 	626	0.439205	3.963289	0.137973
 - 	627	0.438417	3.968408	0.131139
 - 	628	0.438647	3.974286	0.115940
 - 	629	0.442181	3.976366	0.100805
 - 	630	0.448130	3.979100	0.083785
 - 	631	0.455624	3.981927	0.069830
 - 	632	0.462054	3.994209	0.066557
 - 	633	0.472464	4.021496	0.072986
 - 	634	0.481283	4.058310	0.082657
 - 	635	0.483114	4.099204	0.086927
 - 	636	0.476916	4.150368	0.092312
 - 	637	0.468082	4.206315	0.095932
 - 	638	0.458309	4.266728	0.099576
 - 	639	0.447770	4.329984	0.102586
 - 	640	0.435899	4.396899	0.106662
 - 	641	0.422837	4.467400	0.111692
 - 	642	0.408472	4.539863	0.117477
 - 	643	0.393980	4.613811	0.124983
 - 	644	0.379782	4.688764	0.134272
 - 	645	0.366082	4.762793	0.146968
 - 	646	0.353602	4.837482	0.163020
 - 	647	0.340377	4.909921	0.183129
 - 	648	0.326741	4.979040	0.206569
 - 	649	0.314312	5.045260	0.233080
 - 	650	0.301844	5.108041	0.262552
 - 	651	0.288303	5.164575	0.292357
 - 	652	0.275931	5.213959	0.320795
 - 	653	0.267334	5.256708	0.346224
 - 	654	0.261181	5.292656	0.366178
